0, -1.000000, 0.000000
1, -0.883104, -0.000000
2, -0.784092, -0.000000
3, -0.693122, -0.000000
4, -0.606890, -0.000000
5, -0.523691, -0.000000
6, -0.442439, -0.000000
7, -0.362337, -0.000000
8, -0.282720, -0.000000
9, -0.202977, -0.000000
10, -0.122488, -0.000000
11, -0.040560, -0.000000
12, 0.043634, -0.000000
13, 0.131165, -0.000000
14, 0.223506, -0.000000
15, 0.322835, -0.000000
16, 0.432639, -0.000000
17, 0.559107, -0.000000
18, 0.714996, -0.000000
19, 0.934192, -0.000000
20, 1.376968, -0.000000
21, -0.151900, -0.000000
22, -0.324245, -0.000000
23, -0.381495, -0.000000
24, -0.397475, -0.000000
25, -0.392819, -0.000000
26, -0.376048, -0.000000
27, -0.351445, -0.000000
28, -0.321419, -0.000000
29, -0.287426, -0.000000
30, -0.250376, -0.000000
31, -0.210832, -0.000000
32, -0.169107, -0.000000
33, -0.125302, -0.000000
34, -0.079300, -0.000000
35, -0.030705, -0.000000
36, 0.021315, -0.000000
37, 0.078381, -0.000000
38, 0.143805, -0.000000
39, 0.225291, -0.000000
40, 0.346430, -0.000000
41, 0.656986, -0.000000
42, 0.154631, -0.000000
43, 0.036688, -0.000000
44, -0.015270, -0.000000
45, -0.039602, -0.000000
46, -0.048909, -0.000000
47, -0.048997, -0.000000
48, -0.043094, -0.000000
49, -0.033243, -0.000000
50, -0.020877, -0.000000
51, -0.007109, -0.000000
52, 0.007109, -0.000000
53, 0.020877, -0.000000
54, 0.033243, -0.000000
55, 0.043094, -0.000000
56, 0.048997, -0.000000
57, 0.048909, -0.000000
58, 0.039602, -0.000000
59, 0.015270, -0.000000
60, -0.036688, -0.000000
61, -0.154631, -0.000000
62, -0.656986, -0.000000
63, -0.346430, -0.000000
64, -0.225291, -0.000000
65, -0.143805, -0.000000
66, -0.078381, -0.000000
67, -0.021315, -0.000000
68, 0.030705, -0.000000
69, 0.079300, -0.000000
70, 0.125302, -0.000000
71, 0.169107, -0.000000
72, 0.210832, -0.000000
73, 0.250376, -0.000000
74, 0.287426, -0.000000
75, 0.321419, -0.000000
76, 0.351445, -0.000000
77, 0.376048, -0.000000
78, 0.392818, -0.000000
79, 0.397475, -0.000000
80, 0.381495, -0.000000
81, 0.324245, -0.000000
82, 0.151900, -0.000000
83, -1.376968, -0.000000
84, -0.934192, -0.000000
85, -0.714996, -0.000000
86, -0.559107, -0.000000
87, -0.432639, -0.000000
88, -0.322835, -0.000000
89, -0.223506, -0.000000
90, -0.131165, -0.000000
91, -0.043634, -0.000000
92, 0.040560, -0.000000
93, 0.122488, -0.000000
94, 0.202977, -0.000000
95, 0.282720, -0.000000
96, 0.362337, -0.000000
97, 0.442439, -0.000000
98, 0.523691, -0.000000
99, 0.606890, -0.000000
100, 0.693122, -0.000000
101, 0.784092, -0.000000
102, 0.883104, -0.000000
